cog,commune,prenom,nom,sexe,dateNais,dateMandat,famille_nuance,nuance_politique
86266,Surin,Claudie,MEMIN,F,1951-11-29,2020-05-18,Non classé,NC
86268,Tercé,Christian,RICHARD,M,1954-04-05,2020-05-18,Non classé,LNC
86270,Thollet,Xavier,MONNAIS,M,1962-02-10,2020-05-18,Non classé,NC
86271,Thurageau,Marie-Claire,PELLETIER,F,1956-12-24,2020-05-18,Non classé,NC
86272,Thuré,Dominique,CHAINE,M,1954-12-01,2020-05-18,Non classé,LNC
86273,La Trimouille,Brigitte,ABAUX,F,1950-02-24,2020-05-18,Non classé,NC
86274,Les Trois-Moutiers,Bernard,SONNEVILLE-COUPE,M,1949-08-10,2020-05-18,,
86275,Usseau,Pascal,ROCHER,M,1963-06-08,2020-05-18,Non classé,NC
86276,Usson-Du-Poitou,Michel,JARRASSIER,M,1960-01-02,2020-05-18,Non classé,LNC
86279,Vaux-Sur-Vienne,Philippe,FOUCTEAU,M,1965-06-18,2020-05-18,Non classé,NC
86280,Vellèches,Thierry,DAULARD,M,1971-12-05,2020-05-18,Non classé,NC
86281,Saint Martin La Pallu,Henri,RENAUDEAU,M,1957-01-10,2020-05-18,Droite,LDVD
86284,Vernon,Bertrand,HERAULT,M,1966-01-19,2020-05-18,Non classé,NC
86285,Verrières,Christophe,VIAUD,M,1968-03-04,2020-05-18,Non classé,LNC
86286,Verrue,Francis,SICLET,M,1958-04-02,2020-05-18,Non classé,NC
86287,Vézières,Jacky,DURAND,M,1954-12-22,2020-05-18,Non classé,NC
86288,Vicq-Sur-Gartempe,Pascal,BERNARD,M,1966-07-28,2020-05-18,Non classé,NC
86289,Le Vigeant,Pierre,GOURMELON,M,1937-02-21,2020-05-18,Non classé,NC
86290,La Villedieu-Du-Clain,Michele,BOUTILLET,F,1960-09-17,2022-11-20,,
86291,Villemort,Joachim,GANACHAUD,M,1964-11-28,2020-05-18,Non classé,NC
86292,Villiers,Joël,DORET,M,1952-12-10,2020-05-18,Non classé,NC
86293,Vivonne,Rose-Marie,BERTAUD,F,1958-08-19,2020-05-25,Droite,LDVD
86294,Vouillé,Eric,MARTIN,M,1965-01-27,2020-05-26,Courants politiques divers,LDIV
86295,Voulême,Alain,FONTENEAU,M,1970-10-04,2020-05-18,Non classé,NC
86296,Voulon,Roland,LATU,M,1954-04-26,2020-05-18,Non classé,NC
86297,Vouneuil-Sous-Biard,Jean-Charles,AUZANNEAU,M,1980-10-02,2020-06-28,Centre,LDVC
86298,Vouneuil-Sur-Vienne,Johnny,BOISSON,M,1982-03-17,2020-05-18,Non classé,LNC
86299,Vouzailles,Roland,DUDOGNON,M,1954-12-31,2020-05-18,Non classé,NC
86300,Yversay,Anthony,LAMY,M,1984-11-19,2020-05-18,Non classé,NC
19198,Saint-Eloy-Les-Tuileries,Francis,DELORT,M,1956-07-04,2020-05-18,Non classé,NC
19254,Ségur-Le-Château,Roland,POURCHET,M,1954-07-16,2020-05-18,Non classé,NC
87001,Aixe-Sur-Vienne,René,ARNAUD,M,1953-12-31,2020-05-18,Centre,LDVC
87002,Ambazac,Peggy,BARIAT,F,1977-12-22,2020-06-28,,
87003,Arnac-La-Poste,Sophie,DRIEUX,F,1973-08-12,2020-05-18,Non classé,NC
87004,Augne,Marc,CHAMPAUD,M,1963-03-21,2020-05-18,Non classé,NC
87005,Aureil,Bernard,THALAMY,M,1954-09-22,2020-05-18,Non classé,LNC
87006,Azat-Le-Ris,Laurent,BREGEAUD,M,1971-03-29,2020-05-18,Non classé,NC
87007,Balledent,Mady,PETIT,F,1949-02-10,2020-05-18,Non classé,NC
87008,La Bazeuge,Corinne,PERROT,F,1969-01-16,2020-05-18,Non classé,NC
87009,Beaumont-Du-Lac,Serge,ROUGIER,M,1953-02-26,2020-05-18,Non classé,NC
87011,Bellac,Claude,PEYRONNET,M,1948-03-20,2020-06-28,Gauche,LDVG
87012,Berneuil,Eliane,BOYER,F,1958-11-06,2020-06-28,Non classé,NC
87013,Bersac-Sur-Rivalier,Jean Michel,BERTRAND,M,1952-09-21,2020-05-18,Non classé,NC
87014,Bessines-Sur-Gartempe,Andréa,BROUILLE,F,1973-11-09,2020-05-18,Non classé,LNC
87015,Beynac,Marie-Claude,BEYRAND,F,1956-06-01,2020-05-18,Non classé,NC
87016,Les Billanges,Manuel,PERTHUISOT,M,1957-11-06,2020-05-18,Non classé,NC
87017,Blanzac,Pierre,ROUMILHAC,M,1960-03-06,2020-05-18,Non classé,NC
87018,Blond,Jean-François,PERRIN,M,1958-11-19,2020-05-18,Non classé,NC
87019,Boisseuil,Philippe,JANICOT,M,1968-04-15,2020-05-18,Non classé,LNC
87020,Bonnac-La-Côte,Claude,BRUNAUD,M,1952-10-12,2020-05-18,Non classé,LNC
87021,Bosmie-L'Aiguille,Maurice,LEBOUTET,M,1953-02-19,2020-05-18,Non classé,LNC
87022,Breuilaufa,Franck,MAITRE,M,1970-08-26,2020-05-18,Non classé,NC
87023,Le Buis,Jean-Claude,THOMAS,M,1956-11-11,2020-05-18,Non classé,NC
87024,Bujaleuf,Jean-Michel,BIDAUD,M,1953-03-15,2020-06-28,Non classé,NC
87025,Burgnac,Michel,REBEYROL,M,1954-11-30,2020-05-18,Non classé,NC
87027,Bussière-Galant,Emmanuel,DEXET,M,1965-02-15,2020-05-18,Non classé,LNC
87028,Val-D'Oire-Et-Gartempe,André,DUBOIS,M,1959-09-04,2020-05-18,Non classé,LNC
87029,Les Cars,Florence,BELAIR,F,1972-12-05,2020-05-18,Non classé,NC
87030,Chaillac-Sur-Vienne,Jean-Pierre,GRANET,M,1952-08-27,2020-05-18,Non classé,LNC
87031,Le Chalard,Annick,HUCHET,F,1954-07-13,2020-05-18,Non classé,NC
87032,Châlus,Alain,BRÉZAUDY,M,1955-05-04,2020-05-18,Non classé,LNC
87033,Chamboret,Jean-Jacques,DUPRAT,M,1952-01-13,2020-05-18,Non classé,NC
87034,Champagnac-La-Rivière,Joël,VILARD,M,1956-03-30,2020-05-18,Non classé,NC
87035,Champnétery,Michaël,KAPSTEIN,M,1976-08-08,2020-06-28,Non classé,NC
87036,Champsac,Emeline,GIAMBELLUCO,F,1982-08-06,2023-11-26,,
87037,La Chapelle-Montbrandeix,Séverine,DUREISSEIX,F,1979-07-29,2020-05-18,Non classé,NC
87038,Chaptelat,Julie,LENFANT,F,1984-08-18,2020-05-18,Non classé,LNC
87039,Château-Chervix,Jean-Luc,LACHAUD,M,1962-07-14,2020-05-18,Non classé,NC
87040,Châteauneuf-La-Forêt,Françoise,RIVET,F,1965-08-29,2020-05-18,Non classé,LNC
87041,Châteauponsac,Gérard,RUMEAU,M,1965-03-22,2020-05-18,Non classé,LNC
87042,Le Châtenet-En-Dognon,Hervé,VALADAS,M,1951-11-08,2020-05-18,Non classé,NC
87043,Cheissoux,Vincent,ECHASSERIEAU,M,1979-12-21,2020-05-18,Non classé,NC
87044,Chéronnac,Raymond,VOUZELLAUD,M,1947-01-09,2020-05-18,Non classé,NC
87045,Cieux,Jean-Marie,ESCLAMADON,M,1951-11-28,2020-06-28,Non classé,NC
87046,Cognac-La-Forêt,Christian,VIGNERIE,M,1963-11-03,2020-05-18,Non classé,LNC
87047,Compreignac,Jacques,PLEINEVERT,M,1958-09-29,2020-05-18,Non classé,LNC
87048,Condat-Sur-Vienne,Émilie,RABETEAU,F,1981-03-02,2020-06-28,Gauche,LDVG
87049,Coussac-Bonneval,Philippe,SUDRAT,M,1963-07-16,2020-05-18,Non classé,LNC
87050,Couzeix,Sébastien,LARCHER,M,1971-03-10,2020-06-28,Centre,LDVC
87051,La Croisille-Sur-Briance,Jean-Gérard,DIDIERRE,M,1946-07-20,2020-05-18,Non classé,NC
87052,La Croix-Sur-Gartempe,Alain,PAILLER,M,1947-08-31,2020-06-28,Non classé,NC
87053,Cromac,Nicolas,OVAN,M,1972-08-26,2020-05-18,Non classé,NC
87054,Cussac,Dominique,CHAMBON,M,1960-02-12,2020-05-18,Non classé,LNC
87056,Dinsac,Lynda,AUBRUN,F,1964-01-15,2020-05-18,Non classé,NC
87057,Dompierre-Les-Eglises,Philippe,GUIBERT,M,1942-12-01,2020-05-18,Non classé,NC
87058,Domps,Coline,BOUR,F,1991-02-25,2020-06-28,Non classé,NC
87059,Le Dorat,Bruno,SCHIRA,M,1955-04-13,2020-06-28,Non classé,LNC
87060,Dournazac,Christian,BONNAT,M,1949-10-24,2020-05-18,Non classé,NC
87061,Droux,Madeleine,SAILLARD,F,1953-07-21,2020-05-18,Non classé,NC
87062,Eybouleuf,Sébastien,VINCENT,M,1976-12-21,2020-05-18,Non classé,NC
87063,Eyjeaux,Jacques,ROUX,M,1961-04-23,2020-05-18,Non classé,LNC
87064,Eymoutiers,Mélanie,PLAZANET,F,1976-02-05,2020-05-18,Non classé,LNC
87065,Feytiat,Laurent,LAFAYE,M,1976-10-28,2020-05-18,Gauche,LUG
87066,Flavignac,Christian,DESROCHE,M,1960-01-10,2020-05-18,Non classé,LNC
87067,Folles,Jean-Paul,POULET,M,1962-12-23,2020-06-28,Non classé,NC
87068,Fromental,Thierry,PAUFIQUE,M,1972-07-01,2020-05-18,Non classé,NC
87069,Gajoubert,Jacques,DE LA SALLE,M,1949-01-18,2020-05-18,Non classé,NC
87070,La Geneytouse,Alain,FAUCHER,M,1961-09-26,2020-05-18,Non classé,NC
87071,Glandon,François,BOISSERIE,M,1972-02-20,2020-05-18,Non classé,NC
87072,Glanges,Emilie,GILLET,F,1978-10-16,2020-05-18,Non classé,NC
87073,Gorre,Patrice,CHAUVEL,M,1961-07-21,2020-05-18,Non classé,NC
87074,Les Grands-Chézeaux,Jacques,DUFOURD,M,1947-10-27,2020-06-28,Non classé,NC
87075,Isle,Gilles,BÉGOUT,M,1959-02-27,2020-05-18,Centre,LDVC
87076,Jabreilles-Les-Bordes,Vincent,CARRÉ,M,1970-10-21,2020-05-18,Non classé,NC
87077,Janailhac,Philippe,DEVARISSIAS,M,1972-03-25,2020-06-28,Non classé,NC
87078,Javerdat,Valérie,PARPEIX,F,1970-07-26,2020-05-18,Non classé,NC
87079,La Jonchère-Saint-Maurice,Jean-Marie,HORRY,M,1958-05-10,2020-05-18,Non classé,NC
87080,Jouac,Michel,BOUX,M,1949-06-05,2020-06-28,Non classé,NC
87081,Jourgnac,Francis,THOMASSON,M,1955-04-13,2020-05-18,Non classé,LNC
87082,Ladignac-Le-Long,Pierre,MILLET LACOMBE,M,1961-02-08,2020-05-18,Non classé,LNC
87083,Laurière,Jean-Pierre,PORTE,M,1965-09-09,2020-05-18,Non classé,NC
87084,Lavignac,Gérard,CHAMINADE,M,1948-04-08,2020-05-18,Non classé,NC
87085,Limoges,Emile Roger,LOMBERTIE,M,1951-02-20,2020-06-28,Droite,LLR
87086,Linards,Philippe,RAIGNÉ,M,1964-02-18,2020-05-18,Non classé,LNC
87087,Lussac-Les-Eglises,Daniel,MAITRE,M,1947-08-26,2020-05-18,Non classé,NC
87088,Magnac-Bourg,Jean-Louis,DUBOIS,M,1958-09-25,2020-05-18,Non classé,LNC
87089,Magnac-Laval,Xavier,GUIBERT,M,1950-12-08,2020-05-18,Non classé,LNC
87090,Mailhac-Sur-Benaize,Ginette,IMBERT,F,1950-09-18,2020-05-18,Non classé,NC
87091,Maisonnais-Sur-Tardoire,Raoul,RECHIGNAC,M,1945-11-12,2020-06-28,Non classé,NC
87092,Marval,Pierre,HACHIN,M,1965-04-08,2020-06-28,Non classé,NC
87093,Masléon,Yves,LE GOUFFE,M,1960-07-17,2020-05-18,Non classé,NC
87094,Meilhac,Jean-Marie,MASSY,M,1946-10-28,2020-05-18,Non classé,NC
87095,Meuzac,Guy,MONTET,M,1958-10-28,2020-05-18,Non classé,NC
87096,La Meyze,Pierre,ROUX,M,1958-10-08,2020-05-18,Non classé,NC
87097,Val D'Issoire,Pascal,GODRIE,M,1961-10-19,2020-05-18,Non classé,LNC
87099,Moissannes,Jean-Louis,BREGAINT,M,1958-01-12,2020-05-18,Non classé,NC
87100,Montrol-Sénard,Yvette,COINDEAU,F,1942-10-03,2020-05-18,Non classé,NC
87101,Mortemart,Marie-Catherine,BARRET-BONNIN,F,1951-09-10,2020-06-28,Non classé,NC
87103,Nantiat,Daniel,PERROT,M,1946-09-28,2020-05-18,Non classé,LNC
87104,Nedde,Monique,LENOBLE,F,1958-09-29,2020-05-18,Non classé,NC
87105,Neuvic-Entier,Joël,FORESTIER,M,1959-06-27,2020-05-18,Non classé,NC
87106,Nexon,Fabrice,GERVILLE-REACHE,M,1964-02-16,2020-05-18,Non classé,LNC
87107,Nieul,Béatrice,TRICARD,F,1959-06-26,2020-05-18,Non classé,LNC
87108,Nouic,Serge,NOUGIER,M,1959-08-16,2020-06-28,Non classé,NC
87109,Oradour-Saint-Genest,Gilles,REYNAUD,M,1972-12-24,2020-05-18,Non classé,NC
87110,Oradour-Sur-Glane,Philippe,LACROIX,M,1967-06-18,2020-05-18,Non classé,LNC
87111,Oradour-Sur-Vayres,Richard,SIMONNEAU,M,1958-08-05,2020-05-18,Non classé,LNC
87112,Pageas,Bernadette,LACOTE,F,1954-08-04,2020-05-18,Non classé,NC
87113,Le Palais-Sur-Vienne,Ludovic,GERAUDIE,M,1980-07-10,2020-06-28,Gauche,LDVG
87114,Panazol,Fabien,DOUCET,M,1975-11-11,2020-06-28,Centre,LDVC
87115,Pensol,Bertrand,JAYAT,M,1980-01-10,2020-05-18,Non classé,NC
87116,Peyrat-De-Bellac,Patricia,MARCOUX LESTIEUX,F,1967-01-14,2020-05-18,,
87117,Peyrat-Le-Château,Dominique,BAUDEMONT,M,1957-01-16,2020-05-18,Non classé,LNC
87118,Peyrilhac,Claude,COMPAIN,M,1957-07-12,2020-05-18,Non classé,LNC
87120,La Porcherie,Michel,MOURET,M,1949-04-06,2020-06-28,Non classé,NC
87121,Rancon,Michel,CREYSSAC,M,1961-11-22,2020-05-18,Non classé,NC
87122,Razès,Kevin,GOUDARD,M,1983-09-03,2020-05-18,,
87123,Rempnat,Michèle,SALAGNAT,F,1959-06-28,2020-09-13,,
87124,Rilhac-Lastours,Jacques,BARRY,M,1953-11-02,2020-05-18,Non classé,NC
87125,Rilhac-Rancon,Nadine,BURGAUD,F,1961-12-19,2020-06-28,Gauche,LUG
87126,Rochechouart,Anne Marie,ALMOSTER RODRIGUES,F,1964-09-06,2020-05-18,,
87127,La Roche-L'Abeille,Jean-Claude,FRACHET,M,1963-11-23,2020-06-28,Non classé,NC
87128,Saint-Pardoux-Le-Lac,Vincent,PEYRESBLANQUES,M,1971-07-20,2020-05-18,Non classé,LNC
87129,Royères,Franck,LETOUX,M,1967-08-01,2020-05-18,Non classé,NC
87130,Roziers-Saint-Georges,Joe,WAMPACH,M,1974-10-09,2020-05-18,Non classé,NC
87131,Saillat-Sur-Vienne,Pascal,CLUZEAU,M,1968-08-05,2020-05-18,Non classé,NC
87132,Saint-Amand-Le-Petit,Christian,LEBLANC,M,1953-12-27,2020-05-18,Non classé,NC
87133,Saint-Amand-Magnazeix,Patrice,MIRGUET,M,1958-07-15,2020-05-18,Non classé,NC
87134,Sainte-Anne-Saint-Priest,Thierry,MUZETTE,M,1952-10-18,2020-05-18,Non classé,NC
87135,Saint-Auvent,Bruno,GRANCOING,M,1968-09-29,2020-05-18,Non classé,NC
87137,Saint-Bazile,Philippe,LALAY,M,1968-10-20,2020-05-18,Non classé,NC
87138,Saint-Bonnet-Briance,Claude,REYGNAUD,M,1957-05-01,2020-05-18,Non classé,NC
87139,Saint-Bonnet-De-Bellac,Jean-Claude,BOULLE,M,1947-12-27,2020-05-18,Non classé,NC
87140,Saint-Brice-Sur-Vienne,Laëtitia,CALENDREAU,F,1989-03-26,2020-05-18,Non classé,LNC
87141,Saint-Cyr,Louis,FURLAUD,M,1949-06-09,2020-05-18,Non classé,NC
87142,Saint-Denis-Des-Murs,Guy,TOUZET,M,1960-06-18,2020-05-18,Non classé,NC
87143,Saint-Gence,Serge,ROUX,M,1950-02-15,2020-05-18,Non classé,LNC
87144,Saint-Genest-Sur-Roselle,Jacqueline,LHOMME LEOMENT,F,1957-04-30,2020-06-28,,
87145,Saint-Georges-Les-Landes,Joël,LACHAISE,M,1954-02-10,2020-05-18,Non classé,NC
87146,Saint-Germain-Les-Belles,Marc,DITLECADET,M,1952-08-29,2020-05-18,Non classé,LNC
87147,Saint-Gilles-Les-Forêts,Serge,REINEIX,M,1961-05-28,2020-05-18,Non classé,NC
87148,Saint-Hilaire-Bonneval,Christian,LATOUILLE,M,1957-06-14,2020-05-18,Non classé,NC
87149,Saint-Hilaire-La-Treille,Odile,BERGER,F,1954-12-17,2020-05-18,Non classé,NC
87150,Saint-Hilaire-Les-Places,Sylvie,VALLADE,F,1960-10-01,2020-06-28,Non classé,NC
87151,Saint-Jean-Ligoure,Didier,MARCELLAUD,M,1967-09-23,2020-05-18,Non classé,NC
87152,Saint-Jouvent,Jany Claude,SOLIS,F,1958-02-22,2020-05-18,,
87153,Saint-Julien-Le-Petit,Michel,CHADELAUD,M,1950-05-31,2020-05-18,Non classé,NC
87154,Saint-Junien,Hervé,BEAUDET,M,1969-04-26,2020-05-18,,
87155,Saint-Junien-Les-Combes,Vincent,DAMAR,M,1964-10-22,2020-06-28,Non classé,NC
87156,Saint-Just-Le-Martel,Joel,GARESTIER,M,1954-05-09,2020-05-18,Non classé,LNC
87157,Saint-Laurent-Les-Eglises,Claudine,ROUX,F,1955-10-29,2020-05-18,Non classé,NC
87158,Saint-Laurent-Sur-Gorre,Pierre,VARACHAUD,M,1949-04-17,2020-05-18,Non classé,LNC
87159,Saint-Léger-La-Montagne,Gisèle,JOUANNETAUD,F,1948-01-28,2020-05-18,Non classé,NC
87160,Saint-Léger-Magnazeix,Jean-Louis,ROUET,M,1952-09-23,2020-10-18,Non classé,NC
87161,Saint-Léonard-De-Noblat,Alain,DARBON,M,1969-12-15,2020-05-18,Gauche,LDVG
87162,Sainte-Marie-De-Vaux,Patrick,CHAMBORD,M,1954-04-02,2020-05-18,Non classé,NC
87163,Saint-Martial-Sur-Isop,Pierre,BACHELLERIE,M,1949-12-01,2020-05-18,Non classé,NC
87164,Saint-Martin-De-Jussac,Alain,FAVRAUD,M,1946-08-21,2020-05-18,Non classé,NC
87165,Saint-Martin-Le-Mault,Michel,NAVARRE,M,1954-02-16,2020-05-18,Non classé,NC
87166,Saint-Martin-Le-Vieux,Sylvie,ACHARD,F,1964-04-03,2020-05-18,Non classé,NC
87167,Saint-Martin-Terressus,Jean-Pierre,ESTRADE,M,1949-07-17,2020-05-18,Non classé,NC
87168,Saint-Mathieu,Agnès,VARACHAUD,F,1963-03-27,2020-05-18,Non classé,LNC
87169,Saint-Maurice-Les-Brousses,Georges,DARGENTOLLE,M,1950-08-16,2020-05-18,Non classé,LNC
87170,Saint-Méard,Henri,LAVAUD,M,1953-10-24,2020-05-18,Non classé,NC
87172,Saint-Ouen-Sur-Gartempe,Alain,FIOUX,M,1957-04-21,2020-05-18,Non classé,NC
87174,Saint-Paul,Josiane,ROUCHUT,F,1962-12-01,2020-05-18,Non classé,LNC
87176,Saint-Priest-Ligoure,Bernard,DELOMÉNIE,M,1965-09-23,2020-05-18,Non classé,NC
87177,Saint-Priest-Sous-Aixe,Philippe,BARRY,M,1966-07-11,2020-05-18,Non classé,LNC
87178,Saint-Priest-Taurion,Claudette,ROSSANDER,F,1950-12-10,2020-05-18,Non classé,LNC
87179,Saint-Sornin-La-Marche,Michel,PIVETEAU,M,1949-04-22,2020-05-18,Non classé,NC
87180,Saint-Sornin-Leulac,Didier,PINEL,M,1958-04-29,2020-05-18,Non classé,NC
87181,Saint-Sulpice-Laurière,Jean-Michel,PEYROT,M,1971-06-20,2020-05-18,Non classé,NC
87182,Saint-Sulpice-Les-Feuilles,Alain,JOUANNY,M,1960-12-23,2020-05-18,Non classé,LNC
87183,Saint-Sylvestre,Angélique,TERRANA,F,1986-04-22,2020-05-18,Non classé,NC
87185,Saint-Victurnien,Jean,DUCHAMBON,M,1959-09-29,2020-05-18,Non classé,LNC
87186,Saint-Vitte-Sur-Briance,Stéphane,PREVOST,M,1972-01-21,2020-05-18,Non classé,NC
87187,Saint-Yrieix-La-Perche,Daniel,BOISSERIE,M,1946-06-08,2020-05-18,Centre,LDVC
87188,Saint-Yrieix-Sous-Aixe,Gérard,KAUWACHE,M,1954-08-04,2020-05-18,Non classé,NC
87189,Les Salles-Lavauguyon,Christine,BALLAY,F,1963-04-04,2020-05-18,Non classé,NC
87190,Sauviat-Sur-Vige,Jean-Pierre,NEXON,M,1949-12-26,2020-05-18,Non classé,NC
87191,Séreilhac,Loïc,COTTIN,M,1962-06-02,2020-05-18,Non classé,LNC
87192,Solignac,Alexandre,PORTHEAULT,M,1978-01-11,2020-05-18,Non classé,LNC
87193,Surdoux,Christine,BURIN,F,1960-11-11,2020-05-18,,
87194,Sussac,Gilles,MATINAUD,M,1975-04-08,2020-05-18,Non classé,NC
87195,Tersannes,Virginie,FILLOUX,F,1979-02-24,2020-05-18,Non classé,NC
87197,Thouron,Max,BASCANS,M,1948-10-12,2020-06-28,Non classé,NC
87198,Vaulry,Bernard,PEIGNER,M,1956-07-13,2020-06-28,Non classé,NC
87199,Vayres,Fabrice,PÉNICHON,M,1971-08-12,2023-09-17,,
87200,Verneuil-Moustiers,Pascal,BREGEON,M,1968-04-22,2020-05-18,Non classé,NC
87201,Verneuil-Sur-Vienne,Pascal,ROBERT,M,1966-02-28,2020-05-18,Gauche,LDVG
87202,Veyrac,Jean-Yves,RIGOUT,M,1964-01-29,2020-05-18,Non classé,LNC
87203,Vicq-Sur-Breuilh,Christine,DE NEUVILLE,F,1958-06-20,2020-05-18,Non classé,LNC
87204,Videix,Edouard,COQUILLAUD,M,1973-10-11,2020-06-28,Non classé,NC
87205,Le Vigen,Jean-Luc,BONNET,M,1967-03-18,2020-05-18,Non classé,LNC
87206,Villefavard,Pascal,COMBECAU,M,1960-04-29,2020-05-18,Non classé,NC
52289,Liffol-Le-Petit,Marie-Christine,SILVESTRE,F,1959-02-14,2020-05-18,Non classé,NC
54075,Bionville,Christian,PETIT,M,1954-01-22,2022-05-15,,
54427,Pierre-Percée,Denis,GUYON,M,1955-10-23,2020-05-18,Non classé,NC
54443,Raon-Lès-Leau,Étienne,MEIRE,M,1943-12-16,2020-05-18,Non classé,NC
88001,Les Ableuvenettes,Jérôme,CONTEJEAN,M,1977-07-13,2020-05-18,Non classé,NC
88002,Ahéville,Véronique,MUNIERE,F,1982-05-31,2020-06-28,Non classé,NC
88003,Aingeville,Michel,LARCHE,M,1956-02-15,2020-06-28,Non classé,NC
88004,Ainvelle,Thierry,HUBRECHT,M,1965-11-18,2020-06-28,Non classé,NC
88005,Allarmont,Pierre,SARRAZIN,M,1956-08-07,2020-05-18,Non classé,NC
88006,Ambacourt,Andre,OSWALD,M,1949-11-04,2020-05-18,Non classé,NC
88007,Ameuvelle,Pascal,NICOLAS,M,1960-03-21,2020-05-18,Non classé,NC
88008,Anglemont,Philippe,THOMAS,M,1958-07-08,2020-05-18,Non classé,NC
88009,Anould,Jacques,HESTIN,M,1962-03-07,2020-05-18,Non classé,LNC
88010,Aouze,Gilles,CHOGNOT,M,1950-01-30,2020-05-18,Non classé,NC
88011,Arches,David,PERRIN,M,1971-05-20,2020-05-18,Non classé,LNC
88012,Archettes,Patrick,GEORGES,M,1965-07-09,2020-05-18,Non classé,LNC
88013,Aroffe,Agnès,FORAY,F,1944-01-23,2020-05-18,,
88014,Arrentès-De-Corcieux,Virginie,LALEVEE,F,1981-04-15,2020-05-18,Non classé,NC
88015,Attignéville,Frédéric,POIRETTE,M,1970-12-10,2020-05-18,Non classé,NC
88016,Attigny,François,JOLY,F,1949-10-20,2020-06-28,Non classé,NC
88017,Aulnois,Alain,MOUGENEL,M,1962-05-25,2020-05-18,Non classé,NC
88019,Autigny-La-Tour,Dominique,HUMBERT,F,1955-10-14,2020-05-18,Non classé,NC
88020,Autreville,Jean-Marie,BIGEON,M,1947-05-10,2020-05-18,Non classé,NC
88021,Autrey,Jacques,COLNE,M,1955-01-02,2020-06-28,Non classé,NC
88022,Auzainvilliers,Jean-Bernard,MANGIN,M,1953-07-01,2020-05-18,Non classé,NC
88023,Avillers,Denis,BASTIEN,M,1968-02-26,2020-06-28,Non classé,NC
88024,Avrainville,Michel,FORTERRE,M,1948-03-25,2020-05-18,Non classé,NC
88025,Avranville,Joël,FRANÇAIS,M,1958-01-25,2020-05-18,Non classé,NC
88026,Aydoilles,Stéphane,CHRISMENT,M,1972-04-07,2020-05-18,Non classé,LNC
88027,Badménil-Aux-Bois,Thierry,EURIAT,M,1963-06-29,2020-05-18,Non classé,NC
88028,La Baffe,Daniel,LAGARDE,M,1963-03-10,2020-05-18,Non classé,NC
88029,La Vôge-Les-Bains,Frédéric,DREVET,M,1961-05-20,2020-05-18,Non classé,LNC
88030,Bainville-Aux-Saules,Gérald,NOËL,M,1979-05-29,2020-05-18,Non classé,NC
88031,Balléville,Pierre,PASSETEMPS-PHILBERT,M,1964-09-23,2020-05-18,Non classé,NC
88032,Ban-De-Laveline,Stéphane,DEMANGE,M,1974-05-22,2020-05-18,Non classé,LNC
88033,Ban-De-Sapt,Serge,ALEM,M,1958-03-10,2020-05-18,Non classé,NC
88035,Barbey-Seroux,Sophie,VILLAUME,F,1988-06-07,2020-05-18,,
88036,Barville,Jean-Marie,CREVISY,M,1954-02-24,2020-05-18,Non classé,NC
88037,Basse-Sur-Le-Rupt,Nadine,PERRIN,F,1962-05-03,2020-05-18,Non classé,NC
88038,Battexey,Claude,TALLOTTE,M,1957-11-23,2020-05-18,Non classé,NC
88039,Baudricourt,Didier,CHERRIER,M,1969-08-12,2020-05-18,Non classé,NC
88040,Bayecourt,Gilbert,FRANÇOIS,M,1953-04-17,2020-05-18,Non classé,NC
88041,Bazegney,Serge,LHÔTE,M,1963-10-25,2020-05-18,Non classé,NC
88042,Bazien,Michel,TOUSSAINT,M,1952-03-27,2020-05-18,Non classé,NC
88043,Bazoilles-Et-Ménil,Bernard,ANTOINE,M,1961-02-19,2020-05-18,Non classé,NC
88044,Bazoilles-Sur-Meuse,Bruno,ORY,M,1956-04-26,2020-06-28,Non classé,NC
88045,Beaufremont,Robert,RUELLET,M,1942-04-29,2020-05-18,Non classé,NC
88046,Beauménil,Odile,SEURET,F,1953-08-15,2020-05-18,Non classé,NC
88047,Begnécourt,Myriam,DURET,F,1968-01-29,2020-10-25,,
88048,Bellefontaine,Philippe,CLAUDON,M,1961-04-28,2020-05-18,Non classé,NC
88049,Belmont-Lès-Darney,Christian,ADAM,M,1947-06-26,2020-05-18,Non classé,NC
88050,Belmont-Sur-Buttant,Bernadette,POIRAT,F,1958-05-14,2020-05-18,Non classé,NC
88051,Belmont-Sur-Vair,Nicolas,CHARNOT,M,1986-03-01,2021-11-07,Non classé,NC
88052,Belrupt,Isabelle,FRESSE,F,1965-10-04,2020-05-18,Non classé,NC
88053,Belval,Francis,ALTAN,M,1960-07-29,2020-05-18,Non classé,NC
88054,Bertrimoutier,Jacques,NICOLLE,M,1950-12-03,2020-05-18,Non classé,NC
88055,Bettegney-Saint-Brice,Jean François,VIRION,M,1955-01-27,2020-05-18,Non classé,NC
88056,Bettoncourt,Jean-Marie,BREGEOT,M,1959-05-22,2020-05-18,Non classé,NC
88057,Le Beulay,Jean-Marie,SOBOLEWSKI,M,1947-11-20,2020-05-18,Non classé,NC
88058,Biécourt,Roland,TOCQUARD,M,1958-01-11,2020-05-18,Non classé,NC
88059,Biffontaine,Denis,HENRY,M,1958-06-29,2020-05-18,Non classé,NC
88060,Blémerey,Edwige,HENRION,F,1970-04-03,2020-05-18,Non classé,NC
