DEP,annee,Homicides_p100k,Tentatives_d_homicides_p100k,Coups_et_blessures_volontaires_p1k,Coups_et_blessures_volontaires_intrafamiliaux_p1k,Autres_coups_et_blessures_volontaires_p1k,Violences_sexuelles_p1k,Vols_avec_armes_p1k,Vols_violents_sans_arme_p1k,Vols_sans_violence_contre_des_personnes_p1k,Cambriolages_de_logement_p1k,Vols_de_véhicules_p1k,Vols_dans_les_véhicules_p1k,Vols_d_accessoires_sur_véhicules_p1k,Destructions_et_dégradations_volontaires_p1k,Usage_de_stupéfiants_p1k,Usage_de_stupéfiants_AFD_p1k,Trafic_de_stupéfiants_p1k,Escroqueries_p1k
80,2017,1.2228,2.0963,3.5567,1.6927,1.8639,0.9905,0.0751,0.6289,7.3143,5.3674,2.2028,2.9802,1.6508,11.1767,3.1794,0.0,0.4647,2.8964
80,2018,1.7524,1.9276,4.3511,2.0888,2.2623,1.2337,0.0648,0.6571,7.295,4.8452,2.0783,2.979,1.8067,10.3511,3.0771,0.0,0.4609,3.0561
80,2019,1.4021,3.8559,4.2695,2.331,1.9384,1.446,0.0789,0.6783,7.1386,5.3584,1.6247,2.5887,1.495,9.8938,3.5071,0.0,0.4014,3.2144
80,2020,1.055,4.7473,4.0809,2.3648,1.7161,1.3539,0.0686,0.4343,5.2853,4.1227,1.5701,2.1574,1.1253,8.8739,2.5055,0.2971,0.3622,3.0594
80,2021,1.9426,4.9448,4.6251,2.649,1.9762,1.6918,0.0653,0.438,5.3934,3.5423,1.6865,2.1969,1.1373,8.6534,2.928,0.7859,0.3143,3.8093
80,2022,1.7682,2.4755,5.3365,3.204,2.1325,1.7134,0.0424,0.5588,7.3487,3.373,1.7187,2.3234,1.4641,9.4087,3.349,1.266,0.4173,4.5514
80,2023,2.4755,4.5974,5.8705,3.6779,2.1926,2.0759,0.0601,0.5446,7.0552,3.5781,1.7134,2.4472,1.4517,9.6085,3.3685,1.2554,0.4032,5.1031
80,2024,0.5305,4.4206,6.233,3.8883,2.3447,2.4773,0.0707,0.4916,7.0693,3.8841,1.7523,3.4586,1.3545,9.5873,3.57,1.4199,0.5623,5.333
81,2016,0.5175,0.5175,2.0934,0.9341,1.1593,0.5538,0.0595,0.4684,5.9206,7.8517,1.5008,3.1595,0.8151,8.3219,1.4129,0.0,0.3985,2.8542
81,2017,0.7734,0.5156,2.1888,0.9539,1.2349,0.7193,0.0645,0.4099,5.5041,8.1454,1.3664,3.3257,0.874,8.4148,1.3148,0.0,0.2733,2.9261
81,2018,0.772,1.544,2.5425,1.0345,1.508,0.929,0.0386,0.3731,5.26,7.1957,1.2275,2.6248,0.808,7.6403,1.4668,0.0,0.2779,3.2579
81,2019,1.2826,1.7956,2.7498,1.2184,1.5314,1.0081,0.0462,0.3719,5.5176,7.196,1.0594,2.2342,0.7644,7.662,1.6366,0.0,0.2719,3.7784
81,2020,0.0,1.79,3.2271,1.6928,1.5343,1.1533,0.0435,0.3273,4.1911,4.028,0.8848,1.3885,0.4296,6.5181,1.6084,0.2838,0.2864,4.2908
81,2021,0.5082,2.5408,3.5089,2.0987,1.4102,1.372,0.033,0.2414,3.9637,3.426,0.8156,1.8319,0.5488,6.6112,2.5053,1.273,0.3862,4.5786
81,2022,0.7572,1.5145,3.9049,2.297,1.6079,1.5625,0.0404,0.26,4.7556,4.8065,0.7396,1.7139,0.5932,6.7219,3.2234,1.9739,0.6538,4.9752
81,2023,0.5048,2.2718,3.9655,2.3702,1.5953,1.6458,0.0454,0.2474,4.1674,3.9076,0.732,1.5145,0.6411,6.6007,3.3597,1.9941,0.5124,4.8616
81,2024,1.2621,2.2718,4.021,2.2894,1.7316,1.7467,0.0353,0.2196,4.2684,5.4303,0.6967,1.2469,0.5301,6.732,3.289,2.2465,0.6386,5.3386
82,2016,1.1678,0.3893,2.6197,1.2573,1.3624,0.7474,0.0272,0.4321,6.2554,10.9182,2.1215,3.1997,1.2885,7.9604,1.016,0.0,0.2452,3.1608
82,2017,1.1612,3.4837,2.6708,1.2464,1.4244,0.867,0.0774,0.3406,6.3132,9.6573,1.6412,3.7082,1.0064,7.6524,1.1303,0.0,0.2168,3.7778
82,2018,0.3859,3.4732,3.261,1.4588,1.8022,0.9841,0.0463,0.3512,5.7154,7.8505,1.2774,2.1688,0.8645,6.7034,1.3739,0.0,0.2586,3.9286
82,2019,1.5345,1.9181,3.023,1.5422,1.4808,0.9629,0.046,0.2609,5.1867,6.4708,1.0857,1.7877,0.7826,6.5946,1.6995,0.0,0.2148,4.0243
82,2020,0.7624,2.6685,3.0803,1.7041,1.3762,1.2466,0.0572,0.2516,3.9914,4.5288,0.9111,1.5516,0.6786,6.1376,1.9061,0.427,0.3012,4.6738
82,2021,0.7594,1.139,3.0489,1.663,1.3858,1.3555,0.0456,0.2088,4.0626,4.6655,1.0176,1.663,0.6493,5.8965,1.7959,0.8239,0.3075,4.4765
82,2022,0.3775,2.2648,4.0729,2.3592,1.7137,1.3023,0.0415,0.1623,4.8353,5.0629,1.0267,1.7363,0.8833,6.0659,1.2796,0.6341,0.2378,5.2543
82,2023,0.7549,3.0197,4.3862,2.7782,1.608,1.4381,0.0075,0.1963,4.6806,5.475,1.0682,1.4872,0.921,6.1414,1.6835,0.7965,0.3095,5.3827
82,2024,1.5099,2.6423,4.2163,2.5819,1.6344,1.6042,0.0151,0.2189,4.4088,6.9467,1.1022,1.7363,0.7776,6.0357,1.91,1.1664,0.2076,5.5903
83,2016,1.326,3.8832,3.8359,1.7512,2.0846,0.6971,0.1118,1.0513,11.6071,7.0825,3.0071,4.4894,1.4737,10.8588,3.7573,0.0,0.6961,3.779
83,2017,2.3613,3.0225,3.6298,1.6227,2.0071,0.7594,0.1171,1.0172,10.9234,8.8621,2.5256,3.49,1.4139,10.6136,4.4279,0.0,0.7509,3.933
83,2018,2.0605,6.8372,3.9955,1.64,2.3555,0.8542,0.103,0.7605,10.325,7.9363,2.2057,3.413,1.2925,10.3466,3.9374,0.0,0.6959,3.9777
83,2019,2.0433,4.5509,4.1552,1.9151,2.2402,0.9148,0.0975,0.6808,9.8597,7.4381,2.3442,3.3704,1.0207,9.8439,3.9546,0.0,0.8916,4.6679
83,2020,1.5665,7.2798,4.3974,2.23,2.1674,0.963,0.0921,0.5409,8.2041,4.8331,2.0218,2.9212,0.7971,8.7367,3.1165,0.6386,0.7529,5.1291
83,2021,1.2781,5.0213,4.5511,2.3755,2.1756,1.2535,0.0739,0.5323,8.9963,5.6408,2.0012,3.5049,0.9184,9.5121,4.0271,2.1354,0.8454,6.0456
83,2022,0.9022,4.3307,5.3529,2.8664,2.4865,1.3272,0.0722,0.5377,10.1907,5.8062,2.289,3.3689,1.2794,9.5239,4.1358,2.0959,1.0096,6.755
83,2023,1.2631,3.8796,5.3746,3.0089,2.3656,1.3804,0.102,0.6243,9.8271,6.1209,2.3016,3.5737,1.0529,9.2821,4.8982,2.8303,1.1106,6.9427
83,2024,2.3458,4.4209,5.7707,3.4718,2.2989,1.6457,0.0803,0.4935,8.9943,5.5373,2.2105,3.5331,0.9852,9.1558,4.928,3.1172,1.1197,7.0302
84,2016,0.8944,2.8622,3.2879,1.3738,1.9141,0.7674,0.1073,0.7477,9.7368,8.5354,2.8747,5.2628,1.9338,9.8906,3.2414,0.0,0.8229,3.304
84,2017,2.3236,3.5748,3.3013,1.3781,1.9232,0.7972,0.1198,0.6989,9.7466,9.495,2.4594,4.4667,1.4085,9.1549,3.3549,0.0,0.7292,3.3263
84,2018,1.4291,2.8582,3.537,1.5059,2.0311,0.9164,0.0661,0.5931,9.0998,7.6579,2.2062,4.1301,1.2469,9.0998,3.387,0.0,0.6913,3.4691
84,2019,1.4248,4.8088,3.7455,1.6849,2.0607,0.8959,0.0926,0.529,9.0851,7.8119,2.5683,3.9771,1.3411,8.9355,2.9779,0.0,0.9511,4.1659
84,2020,0.5339,3.5591,3.5644,1.7012,1.8632,0.9414,0.0783,0.4342,6.4633,6.3967,1.8187,2.9345,1.0909,7.6574,3.0555,0.6317,0.9378,4.3937
84,2021,1.9484,3.0112,3.9163,1.8315,2.0848,1.1177,0.0992,0.4375,7.4287,8.3645,2.0299,3.2255,1.2027,8.5145,4.0226,1.8545,1.2771,5.0304
84,2022,1.9342,5.0993,4.6457,2.3615,2.2841,1.2502,0.1002,0.5486,8.3805,9.5094,2.0749,3.348,1.4841,8.5387,4.2219,2.3738,1.2713,5.5495
84,2023,2.6376,8.9678,4.7248,2.4688,2.256,1.317,0.1125,0.5134,8.0939,8.3454,2.1804,4.1199,1.3135,8.3928,6.332,4.4558,1.4472,5.7658
84,2024,1.4067,6.1544,5.2506,2.6323,2.6182,1.521,0.1073,0.517,8.0218,8.0655,2.1452,3.7577,1.2309,8.6302,6.9685,5.08,1.6195,6.2142
85,2016,0.4474,1.3421,2.0996,1.102,0.9976,0.674,0.0239,0.1909,6.2094,3.0585,1.2884,2.5932,0.9126,7.1593,1.7552,0.0,0.3102,2.5902
85,2017,0.4443,2.2214,2.1637,1.0529,1.1107,0.7494,0.0355,0.2192,6.1726,3.422,1.2795,2.2392,1.0618,7.4121,1.8482,0.0,0.3214,2.6894
85,2018,0.4412,2.7942,2.2677,1.1338,1.1338,0.9206,0.0324,0.1926,5.6295,3.1424,1.0088,2.1353,1.0559,7.3104,1.5118,0.0,0.4338,2.8589
85,2019,0.7295,3.7932,2.3153,1.2255,1.0898,0.9848,0.0233,0.1722,5.3615,3.2566,1.0373,2.1271,0.9789,7.4798,1.5669,0.0,0.3647,3.141
85,2020,0.2887,2.5985,2.5523,1.4451,1.1073,1.1347,0.0217,0.1343,4.123,2.7365,0.8936,1.5663,0.7521,6.44,1.2531,0.0549,0.2526,3.6639
85,2021,1.1437,3.4312,2.6935,1.5684,1.1252,1.2767,0.03,0.1244,4.1732,2.3597,1.0208,1.6198,0.7277,6.7095,1.4697,0.1744,0.2688,4.5035
85,2022,0.4247,1.5573,2.806,1.6706,1.1354,1.5432,0.0283,0.1232,5.0542,3.178,1.1029,1.7569,1.1991,6.6271,1.6309,0.3185,0.2817,4.6946
85,2023,0.4247,3.5394,3.041,1.798,1.243,1.6692,0.0212,0.177,4.982,3.407,1.2841,1.9268,1.0788,6.603,1.8376,0.5677,0.3242,4.7342
85,2024,1.5573,5.663,3.0495,1.8136,1.2359,1.6493,0.0311,0.1331,4.6748,4.3908,1.3336,1.7414,0.9839,6.62,1.8801,0.5521,0.2959,5.0344
86,2016,1.6053,2.7519,2.3093,1.1856,1.1237,0.6994,0.0344,0.4082,6.4715,4.3447,1.2773,2.1969,1.7887,7.2282,2.1258,0.0,0.6444,3.3435
86,2017,0.6867,2.7468,2.4652,1.1422,1.323,0.9202,0.0618,0.4372,6.6037,5.0916,1.0712,2.0212,1.5634,7.8947,2.3554,0.0,0.5059,3.7196
86,2018,0.9141,2.9708,2.5366,1.2135,1.3232,0.9941,0.0617,0.3634,5.9851,4.9928,1.0809,2.1939,1.4809,8.3389,2.4887,0.0,0.6924,3.5033
86,2019,1.1404,2.737,2.8533,1.4118,1.4415,1.0971,0.0525,0.3786,6.2518,3.7586,1.0857,2.6093,1.6878,8.2042,2.3926,0.0,0.5041,4.1557
86,2020,1.1381,2.7314,2.629,1.3612,1.2678,1.3475,0.0478,0.2527,5.0053,2.9899,0.9697,1.8437,0.9355,7.1427,2.1055,0.2618,0.4211,4.648
86,2021,1.5931,6.1449,3.1248,1.716,1.4088,1.4384,0.0592,0.2868,4.545,4.0857,1.0742,2.153,1.0628,7.3717,2.0551,0.7738,0.4279,5.0024
86,2022,1.5957,3.8752,3.882,2.202,1.68,1.7963,0.0547,0.2941,6.3849,5.2845,1.354,3.0454,1.4771,7.5999,2.2431,0.9939,0.4627,5.3614
86,2023,2.5075,5.6988,3.8684,2.316,1.5524,1.8852,0.0501,0.3556,5.3455,6.467,1.2697,4.4884,1.2811,7.4449,2.1428,0.987,0.3374,5.5347
86,2024,1.5957,4.1031,3.98,2.4026,1.5774,1.9558,0.0684,0.367,5.3865,6.6341,1.1899,2.8631,1.2993,6.2892,2.0265,0.9323,0.4536,5.2178
87,2016,0.5334,0.8001,2.2188,0.9441,1.2747,0.7067,0.0693,0.3307,5.7363,4.7862,1.1494,2.7122,1.2427,7.7685,1.3707,0.0,0.3894,3.0322
87,2017,0.2671,0.5342,2.0698,0.9802,1.0897,0.7585,0.0454,0.2778,5.7341,5.7733,1.1831,2.4865,1.063,7.4861,1.5571,0.0,0.5876,3.026
87,2018,0.5359,1.0718,2.4411,1.0986,1.3424,0.8601,0.0643,0.2733,5.4502,4.4527,0.7744,2.2776,1.0879,7.4223,1.6345,0.0,0.4743,3.3467
87,2019,1.0742,2.417,2.5594,1.1548,1.4046,0.9668,0.0457,0.3196,5.3524,3.9377,0.9131,2.3767,0.8567,7.8768,1.5335,0.0,0.4995,3.5342
87,2020,0.8062,1.3436,2.4481,1.2818,1.1663,0.9083,0.0457,0.2634,4.2137,2.6738,0.8653,2.0316,0.825,6.6134,1.6177,0.4327,0.4434,4.1572
87,2021,1.6142,2.1523,3.1263,1.6492,1.477,1.3183,0.0726,0.3901,5.2059,4.0615,0.8206,3.0348,0.9632,7.1081,2.3057,1.3291,0.3094,4.8804
87,2022,0.537,1.8795,3.7053,2.0245,1.6808,1.3586,0.0564,0.3329,6.1299,4.6179,0.7974,3.5013,1.4472,7.3757,2.6608,1.3183,0.3195,5.5016
87,2023,1.611,4.0275,3.998,2.2312,1.7667,1.4231,0.0832,0.3732,5.1928,4.241,0.9961,1.8419,1.031,7.7919,2.9213,1.5949,0.4215,5.6197
87,2024,0.8055,3.759,3.8557,2.2205,1.6352,1.6459,0.0806,0.2175,5.4291,4.7885,0.9451,2.5884,0.9236,7.3945,2.8488,1.7936,0.4887,5.4184
88,2016,0.8116,3.2464,2.6161,1.074,1.542,0.6926,0.0352,0.2895,5.3214,5.1943,1.2228,1.8559,0.9469,7.4694,3.2897,0.0,0.7223,2.5674
88,2017,0.544,1.6319,2.3635,0.9954,1.3681,0.7343,0.0707,0.2883,5.543,4.8917,1.3109,2.4424,1.0934,8.1349,3.4433,0.0,0.7044,2.5974
88,2018,0.2731,0.8194,2.6577,1.1199,1.5378,1.027,0.0464,0.2404,5.217,4.483,1.1499,2.3545,1.3001,7.7927,2.8297,0.0,0.6938,2.5457
88,2019,1.6461,7.9561,2.9712,1.4705,1.5007,0.9931,0.0466,0.2167,5.3718,4.3493,1.0754,2.8587,1.4403,8.3018,2.4883,0.0,0.7462,3.0069
88,2020,0.8278,10.7617,3.2644,1.7909,1.4735,1.1838,0.0386,0.2152,3.8107,3.5101,0.9879,1.7053,1.0099,7.1882,2.5773,0.2787,0.654,3.67
88,2021,0.5545,3.3271,3.8539,2.0878,1.7661,1.5804,0.025,0.2052,4.0119,3.1977,0.9621,1.5748,0.7985,7.0063,2.8835,1.0314,0.5018,3.9426
88,2022,0.5576,9.4787,4.1734,2.2609,1.9125,1.5835,0.0362,0.2007,4.7589,3.374,1.2462,1.3493,1.0064,7.3348,2.8018,1.0371,0.5297,4.4996
88,2023,1.1151,6.9696,4.533,2.615,1.918,1.6448,0.0418,0.184,4.8564,3.4158,1.0315,1.5835,0.736,7.3515,3.259,1.4134,0.5046,5.1826
88,2024,1.6727,4.7393,4.4829,2.668,1.8149,1.8679,0.0474,0.1868,4.5776,3.6664,1.0287,1.341,0.8447,7.1982,3.7803,2.0853,0.6078,4.7031
89,2016,0.5873,2.0555,3.8262,1.9616,1.8647,0.8809,0.0822,0.3906,6.7539,5.4386,2.5166,2.4138,1.7501,8.4952,3.2536,0.0,0.6167,5.0507
89,2017,1.7736,0.8868,4.1621,1.9924,2.1697,1.1735,0.0798,0.3074,6.2638,4.7738,2.3973,1.7027,1.7588,8.9982,3.497,0.0,0.7006,4.2922
89,2018,1.7778,3.8518,4.3644,2.1659,2.1985,1.3422,0.0711,0.32,5.7777,5.1952,2.1511,2.0889,1.6652,9.268,3.7155,0.0,0.5807,4.1688
89,2019,0.8936,0.2979,4.1226,2.2728,1.8498,1.2749,0.0745,0.2502,5.2635,5.2297,1.8349,1.7277,1.3017,8.4061,3.5656,0.0,0.6583,3.9826
89,2020,0.2993,2.0948,4.3662,2.6155,1.7507,1.5053,0.0389,0.2723,4.477,4.5282,1.7926,1.5532,1.1611,7.7539,3.226,0.425,0.3382,4.7164
89,2021,1.4998,1.7997,4.6343,2.6306,2.0037,1.8237,0.069,0.3299,4.8023,3.7009,1.9857,1.4998,1.0858,7.5048,4.9312,2.0457,0.4769,5.4472
89,2022,1.4975,2.9949,4.5942,2.7194,1.8748,1.9198,0.0599,0.3384,5.31,4.8339,2.3031,2.0815,2.1114,8.3948,4.7081,2.5277,0.3175,5.5526
89,2023,0.599,7.7869,4.6661,2.8332,1.8329,2.0366,0.0689,0.3145,4.738,5.6345,2.6236,1.9467,1.5244,7.9725,4.5433,2.4738,0.3564,5.5047
89,2024,0.2995,2.396,5.0225,3.2166,1.806,2.0066,0.0509,0.2276,4.3846,5.7402,1.8688,2.0216,1.5544,7.2957,4.4415,2.8991,0.3684,5.4538
90,2016,1.388,1.388,3.6575,1.5199,2.1376,0.9924,0.0763,0.5483,8.1269,4.9354,1.2978,2.4776,0.9092,9.626,2.3805,0.0,0.583,3.1717
90,2017,0.7012,2.1035,3.4847,1.2971,2.1876,1.0447,0.0982,0.617,8.4559,5.9963,0.8484,2.3909,0.8133,9.4726,2.7906,0.0,0.8133,3.043
90,2018,0.705,7.0496,3.6376,1.5721,2.0655,1.0292,0.0564,0.5358,7.5995,5.0597,0.6838,2.0162,0.5569,9.101,3.405,0.0,0.6063,2.6507
90,2019,0.7076,3.5381,3.9698,1.9884,1.9813,1.118,0.0991,0.5378,6.9559,6.2038,0.8633,1.486,0.4883,8.7816,2.3139,0.0,0.5661,2.781
90,2020,2.141,4.9957,3.6469,2.1339,1.513,1.1276,0.0642,0.3568,3.9894,3.8564,0.6566,1.1419,0.4068,6.5087,2.8333,0.3497,0.5281,2.8975
90,2021,1.4321,1.4321,3.8667,2.1983,1.6684,1.382,0.043,0.2148,4.2247,3.3143,0.6301,1.1385,0.3151,7.268,3.1292,1.3963,0.444,3.2151
90,2022,1.4277,0.7139,5.4183,3.0125,2.4057,1.285,0.0428,0.1856,5.1755,3.0019,0.5425,1.0922,0.5211,8.0167,2.7413,1.6776,0.6139,3.7978
90,2023,1.4277,2.8555,5.5468,3.1125,2.4343,1.3849,0.0714,0.3855,7.5813,3.8984,0.5211,1.0137,0.3284,8.3594,2.9911,1.8703,0.6496,4.7115
90,2024,0.7139,2.8555,5.3968,3.3195,2.0774,2.1416,0.0428,0.3141,6.4748,2.608,0.5497,1.1279,0.464,7.3885,3.3195,2.2344,0.4783,5.0328
91,2016,1.5536,3.7287,3.2478,1.7501,1.4977,0.6517,0.1903,1.5202,7.1994,9.9765,4.1178,3.4218,2.2201,10.1512,2.9184,0.0,0.5849,3.6494
91,2017,1.003,3.2404,3.4063,1.8409,1.5654,0.7445,0.162,1.3911,7.4221,8.7098,3.4503,3.3423,2.0044,9.7691,3.2404,0.0,0.7885,3.7573
91,2018,0.9255,2.545,3.4435,1.8571,1.5864,0.8661,0.1211,1.2633,6.9487,8.9286,2.761,3.4736,1.7808,9.1552,3.4613,0.0,0.9,3.9988
91,2019,0.8451,3.9181,3.5654,2.012,1.5534,0.928,0.1014,1.0571,6.8705,8.1081,2.6466,3.0745,1.6049,8.7196,3.106,0.0,1.0863,4.5442
91,2020,0.7656,6.5078,3.7776,2.3459,1.4317,0.931,0.1148,0.9846,6.1985,7.1506,2.329,2.5472,1.4769,7.5805,2.3803,0.4969,0.8261,4.4269
91,2021,1.3701,3.3491,4.223,2.6382,1.5848,1.1608,0.1279,1.0367,7.0111,6.624,2.4525,2.8962,1.7636,7.6886,3.0805,1.6898,0.7094,4.8996
91,2022,1.5855,4.2279,4.8711,3.0871,1.784,1.3884,0.1344,0.9165,7.6434,6.9354,2.7836,3.257,2.5518,7.5656,3.7016,2.1585,0.9868,5.7189
91,2023,1.1325,6.6438,5.2033,3.2826,1.9207,1.4224,0.1518,0.8652,7.7211,6.1578,2.9761,3.5522,2.4303,8.6754,3.6692,2.3533,0.8056,6.5305
91,2024,1.8119,8.2292,5.0885,3.0984,1.9901,1.556,0.1457,0.8214,7.6932,6.8622,3.1958,3.3612,2.7587,8.0805,3.6994,2.5156,0.838,6.1749
92,2016,0.3119,2.9315,2.8791,1.5356,1.3435,0.668,0.179,2.0633,13.029,6.7042,3.161,4.0131,1.4527,9.6241,2.0658,0.0,0.6063,7.5022
92,2017,0.6214,3.0448,2.9186,1.5789,1.3397,0.6556,0.1529,1.9437,12.3662,6.6103,2.9597,3.3884,1.308,9.2021,2.6073,0.0,0.6748,6.4469
92,2018,1.1117,2.4705,3.1134,1.6355,1.478,0.7961,0.1143,1.7781,12.2894,6.1329,2.8639,3.2709,1.129,8.5837,2.4729,0.0,0.7591,6.4776
92,2019,0.985,3.0166,3.3521,1.8912,1.4609,0.889,0.1188,1.6086,12.8075,6.667,2.7155,3.4438,1.0478,8.673,2.3548,0.0,0.8262,7.3488
92,2020,0.7379,4.5505,3.3649,2.0108,1.3541,0.9236,0.1064,1.4242,11.1646,5.4268,2.5206,2.9123,0.7951,7.4775,2.0342,0.4034,0.7145,6.8816
92,2021,1.1619,4.8309,3.6244,2.2014,1.423,1.105,0.0954,1.3533,12.1997,5.2816,2.5084,3.027,1.0408,7.5742,3.7131,2.2137,0.8084,8.3795
92,2022,0.7891,3.5813,3.9425,2.4426,1.4999,1.2128,0.0874,1.2365,13.4081,6.4449,2.7352,3.1218,1.2322,7.8055,4.1301,2.7613,0.7466,8.5612
92,2023,0.9105,5.3416,4.0487,2.4814,1.5673,1.3409,0.1105,1.0368,13.0008,7.0247,2.5603,3.0053,1.095,8.3688,3.8253,2.5652,0.76,8.7087
92,2024,0.6677,5.4023,3.869,2.3916,1.4774,1.3706,0.0971,0.8097,12.9371,5.9002,2.3564,3.2499,1.2316,7.9499,3.9316,2.8098,0.916,8.1217
93,2016,1.805,5.8506,5.4778,2.6197,2.8581,0.8571,0.4506,7.172,15.61,11.6519,4.2816,8.2108,2.1311,11.6154,5.4635,0.0,1.6954,4.6874
93,2017,1.6019,6.2842,5.6071,2.6012,3.006,0.9691,0.4054,6.681,15.8492,11.5487,4.0385,8.1184,2.2506,11.871,5.6909,0.0,2.0947,4.6232
93,2018,1.5925,8.0236,5.9154,2.7188,3.1966,1.2715,0.3895,5.4536,15.281,11.4101,3.7472,6.8715,2.306,10.4197,5.4254,0.0,2.167,4.3438
93,2019,1.3983,8.3895,6.1013,3.0385,3.0628,1.2353,0.3125,5.0307,16.4502,10.3763,3.7881,7.0515,2.1837,11.163,5.5408,0.0,2.4299,5.2423
93,2020,1.933,8.7591,5.9652,3.1146,2.8506,1.1387,0.3298,4.2243,13.9203,8.7567,3.3236,5.8946,1.8968,10.0198,5.1056,1.5162,2.052,4.9123
93,2021,1.6181,9.4087,6.3434,3.2709,3.0725,1.5132,0.2865,3.7503,15.0779,8.5569,3.4399,5.7902,1.9716,9.8564,7.0373,4.3052,2.6087,5.5194
93,2022,1.1298,9.5735,7.2574,4.009,3.2485,1.7464,0.2878,3.1896,15.2207,8.9213,3.4369,6.4339,2.3083,9.9749,6.463,3.7997,2.5426,5.9403
93,2023,1.7839,9.3356,7.3466,3.9953,3.3513,1.6697,0.2396,2.8435,15.3182,8.5143,3.2984,6.7003,2.2917,10.6403,6.0914,3.7789,2.5052,6.5302
93,2024,2.6164,11.7736,7.4245,4.1344,3.2901,1.9034,0.1968,2.3963,14.9757,7.7983,3.2895,6.5391,2.2905,9.5366,7.619,5.5419,2.4659,5.8595
94,2016,1.0159,5.8049,3.6331,1.8655,1.7676,0.6589,0.2409,2.3495,11.9943,9.6137,3.7188,4.7564,2.1768,10.1411,3.2725,0.0,1.0725,5.2251
94,2017,1.0807,4.8994,3.5571,1.7976,1.7595,0.727,0.2306,2.2631,12.6815,9.0144,3.6551,4.3468,1.8574,9.7642,3.5449,0.0,1.2277,5.4585
94,2018,0.7159,5.1542,3.7776,1.95,1.8276,0.9213,0.1847,2.1082,12.1955,8.8763,3.3223,3.8771,1.6701,8.7629,3.5722,0.0,1.4074,5.1893
94,2019,1.4213,6.7514,4.0807,2.2287,1.852,0.975,0.1905,1.9664,12.2733,8.5001,3.1667,4.0416,1.486,8.9623,3.4809,0.0,1.5336,5.723
94,2020,1.4915,6.1081,4.0761,2.3069,1.7692,0.946,0.1889,1.6975,10.758,6.8879,3.0725,3.363,1.581,7.883,3.238,0.7053,1.3054,5.4078
94,2021,1.4131,6.5001,4.3409,2.4941,1.8469,1.3233,0.1689,1.6702,11.8563,7.3592,3.2296,3.4224,1.6801,7.7853,4.2088,1.9945,1.3636,6.2231
94,2022,1.1271,6.6923,4.9199,2.8622,2.0577,1.3976,0.1691,1.3723,12.8324,8.4087,2.92,3.8942,1.9098,7.704,4.6713,2.5466,1.5244,6.8431
94,2023,1.268,6.9741,5.0953,3.0193,2.076,1.4688,0.1317,1.1419,11.9716,7.1024,2.9573,4.1528,1.5815,8.164,4.9178,3.1151,1.349,7.1517
94,2024,0.634,7.1855,5.1834,3.101,2.0824,1.5688,0.1176,1.013,11.7165,6.5104,2.8967,4.0443,1.9309,7.3877,5.0446,3.3349,1.4702,6.8494
95,2016,0.8184,6.2197,3.6336,1.8201,1.8135,0.7537,0.2684,2.9437,9.6471,9.8745,4.4569,5.3686,2.1646,10.6488,4.0543,0.0,0.8233,3.8448
95,2017,0.5697,4.3952,3.5194,1.7092,1.8102,0.8025,0.3101,2.7152,10.0617,8.9764,4.842,5.7618,2.2635,10.4223,4.4684,0.0,0.9376,4.0908
95,2018,0.8074,4.8442,3.8148,1.7996,2.0152,0.968,0.1857,2.1492,10.2383,8.3598,4.3881,4.8378,2.1718,9.6917,4.0902,0.0,0.943,4.2153
95,2019,0.7202,6.5617,4.0403,2.0885,1.9517,1.1483,0.2081,1.9141,10.3811,9.2097,4.013,5.0717,2.3158,9.6833,3.6978,0.0,0.945,4.8061
95,2020,1.1184,12.0626,4.0246,2.216,1.8086,1.1072,0.1861,1.537,7.6817,6.9623,3.3887,3.7865,1.7535,8.4478,3.1331,0.8012,0.7198,4.6357
95,2021,1.8303,6.5255,4.3721,2.6611,1.711,1.2192,0.1759,1.3775,8.5842,6.4386,3.4036,3.2954,1.6234,8.1394,4.7278,2.8155,0.7035,5.3557
95,2022,1.259,12.5114,5.0384,3.0287,2.0097,1.4093,0.1778,1.2921,9.8147,7.2689,3.6936,4.268,2.4023,8.4778,4.7771,2.8461,0.9403,5.6167
95,2023,1.4951,7.7901,5.3272,3.3466,1.9806,1.4046,0.1763,1.1693,10.242,7.1991,3.4528,4.7464,2.2764,9.0263,4.7842,3.1003,0.9183,5.9968
95,2024,1.4951,7.8688,5.5947,3.452,2.1427,1.5202,0.1841,0.9718,10.2176,6.4443,3.3765,4.3979,2.6565,8.1395,5.4696,3.8911,1.1748,6.1542
971,2016,8.1196,15.2242,6.3459,2.4003,3.9456,0.8906,2.2557,2.2608,8.5611,11.1364,2.3877,5.5416,1.3778,7.0843,3.1007,0.0,0.4999,2.682
971,2017,8.9685,12.0435,6.0602,2.278,3.7822,1.0199,1.5093,1.8347,8.0025,10.4604,2.1909,6.7828,1.4939,7.4362,2.7239,0.0,0.4946,2.8136
971,2018,5.1596,17.8005,6.4495,2.6159,3.8336,1.0629,1.1067,1.4731,7.9483,5.9279,1.9839,6.9319,1.4782,6.7668,3.6014,0.0,0.8204,3.0674
971,2019,3.9038,19.2588,6.9774,2.9435,4.0339,1.179,1.205,1.4991,7.3834,4.5678,1.5902,5.9885,1.395,7.1388,3.3755,0.0,0.8432,3.5967
